poll_id,cycle,pollster,commissioner,fieldwork_start,fieldwork_end,sample_size,turnout,is_election,ALIANCA,BILDU,BNG,CC,COMPROMIS,CS,CUP,ERC,EV,IU,JUNTS,MASPAIS,PACMA,PNV,PODEMOS,PP,PRC,PSOE,SALF,SUMAR,TE,UP,UPN,VOX
next-1792,next,Celeste-Tel,Onda Cero,2024-10-04,2024-10-09,1100.0,66.5,False,,1.5,0.8,0.5,,,,1.7,,,1.9,,,1.3,3.7,35.7,,29.3,2.6,6.9,,,0.2,10.7
next-1809,next,Celeste-Tel,Onda Cero,2024-11-07,2024-11-15,1100.0,64.8,False,,1.5,0.8,0.5,,,,1.6,,,2.0,,,1.3,5.1,34.9,,28.7,1.9,5.8,,,0.2,12.4
next-1819,next,NC Report,La Razón,2024-11-25,2024-11-29,1000.0,64.9,False,,1.5,0.8,0.5,,,,1.7,,,2.0,,,1.3,4.2,35.5,,28.4,,5.4,,,0.2,13.5
next-1832,next,NC Report,La Razón,2024-12-20,2024-12-27,1000.0,65.0,False,,1.5,0.8,0.4,,,,1.6,,,1.8,,,1.2,4.5,35.1,,28.0,,5.3,,,0.2,13.9
next-1839,next,Celeste-Tel,Onda Cero,2025-01-07,2025-01-11,1100.0,66.3,False,,1.3,0.8,0.5,,,,1.7,,,1.9,,,1.1,5.1,34.1,,28.1,2.1,6.2,,,0.2,14.3
next-1852,next,NC Report,La Razón,2025-02-04,2025-02-07,1000.0,65.2,False,,1.5,0.8,0.5,,,,1.6,,,1.8,,,1.1,4.7,34.8,,27.9,,5.6,,,0.2,14.3
next-1855,next,Celeste-Tel,Onda Cero,2025-02-12,2025-02-17,1100.0,66.5,False,,1.2,0.8,0.5,,,,1.7,,,1.9,,,1.1,5.4,34.3,,27.9,2.0,6.5,,,0.2,14.2
next-1864,next,NC Report,La Razón,2025-03-03,2025-03-07,1500.0,65.4,False,,1.4,0.8,0.5,,,,1.6,,,1.8,,,1.2,4.7,34.1,,28.5,,5.8,,,0.2,14.5
next-1870,next,Celeste-Tel,Onda Cero,2025-03-14,2025-03-21,1100.0,66.8,False,,1.3,0.8,0.5,,,,1.7,,,1.9,,,1.2,5.3,34.4,,28.0,1.9,6.3,,,0.2,14.0
next-1882,next,NC Report,La Razón,2025-04-14,2025-04-17,1000.0,65.5,False,,1.4,0.7,0.5,,,,1.6,,,1.8,,,1.2,4.4,34.3,,28.6,,5.4,,,0.2,14.1
next-1889,next,Celeste-Tel,Onda Cero,2025-04-28,2025-05-06,1100.0,67.0,False,,1.3,0.8,0.5,,,,1.7,,,1.9,,,1.2,5.5,34.5,,28.4,1.9,5.7,,,0.2,13.5
next-1894,next,Ipsos,La Vanguardia,2025-05-15,2025-05-21,2000.0,66.5,False,,1.3,0.8,0.4,,,,1.7,,,1.5,,,1.2,2.7,34.4,,30.4,1.7,5.8,,,0.1,14.1
next-1913,next,NC Report,La Razón,2025-06-19,2025-06-21,1000.0,63.8,False,,1.4,0.7,0.5,,,,1.5,,,1.7,,,1.1,5.8,35.7,,25.5,,4.5,,,0.2,14.8
next-1923,next,Celeste-Tel,Onda Cero,2025-07-10,2025-07-14,1100.0,66.0,False,,1.4,0.8,0.5,,,,1.8,,,1.6,,,1.2,5.4,35.5,,25.6,1.9,6.9,,,0.2,14.3
next-1941,next,NC Report,La Razón,2025-09-01,2025-09-06,1000.0,63.1,False,,1.3,0.8,0.5,,,,1.6,,,1.7,,,1.1,5.2,35.2,,25.8,,4.9,,,0.2,15.4
next-1947,next,Celeste-Tel,Onda Cero,2025-09-08,2025-09-12,1100.0,65.5,False,,1.4,0.8,0.5,,,,1.7,,,1.6,,,1.2,4.7,34.9,,26.1,1.7,6.9,,,0.2,15.2
next-1956,next,NC Report,La Razón,2025-10-01,2025-10-04,1000.0,63.3,False,,1.3,0.8,0.5,,,,1.7,,,1.7,,,1.1,4.6,34.4,,26.6,,4.8,,,0.2,16.1
next-1974,next,NC Report,La Razón,2025-11-11,2025-11-14,1000.0,63.2,False,,1.3,0.8,0.4,,,,1.7,,,1.6,,,1.0,4.1,33.8,,27.2,1.9,5.6,,,0.2,16.7
next-1993,next,NC Report,La Razón,2026-01-05,2026-01-09,1000.0,62.9,False,,1.4,0.8,0.4,,,,1.8,,,1.5,,,1.0,4.4,33.5,,26.3,,6.1,,,0.2,17.6
next-1998,next,Target Point,El Debate,2026-01-13,2026-01-15,1000.0,66.0,False,,,,,,,,,,,,,,,3.2,30.0,,26.1,1.8,8.0,,,,19.2
next-2011,next,NC Report,La Razón,2026-02-10,2026-02-13,1000.0,63.1,False,,1.4,0.8,0.4,,,,1.8,,,1.5,,,1.0,4.3,33.1,,25.9,,6.0,,,0.2,18.1
next-2013,next,Target Point,El Debate,2026-02-17,2026-02-19,1005.0,66.0,False,,,,,,,,,,,,,,,3.7,30.5,,25.8,2.4,6.7,,,,20.3
next-2028,next,Target Point,El Debate,2026-03-24,2026-03-26,1114.0,66.0,False,,,,,,,,,,,,,,,3.3,31.7,,27.6,2.2,6.9,,,,18.3
next-2032,next,Ipsos,La Vanguardia,2026-03-23,2026-04-08,1058.0,67.0,False,0.5,1.9,0.8,0.5,,,,2.2,,,1.4,,,1.2,1.8,30.9,,28.4,2.2,5.8,,,0.1,18.3
next-2033,next,NC Report,La Razón,2026-04-06,2026-04-09,1000.0,63.2,False,,1.4,0.8,0.4,,,,1.9,,,1.5,,,1.0,3.8,32.8,,26.9,,5.8,,,0.2,18.3
next-2040,next,More in Common,,2026-04-21,2026-04-25,2547.0,68.3,False,,,,,,,,,,,,,,,2.9,31.1,,28.0,1.8,7.7,,,,17.1
next-2050,next,NC Report,La Razón,2026-05-25,2026-05-27,1000.0,62.3,False,,1.4,0.8,0.4,,,,1.9,,,1.6,,,1.0,3.6,34.7,,25.1,,6.3,,,0.2,17.9
next-2052,next,Target Point,El Debate,2026-05-27,2026-05-28,1007.0,66.0,False,,,,,,,,,,,,,,,3.1,31.2,,25.4,2.0,5.3,,,,18.9
next-2061,next,Target Point,El Debate,2026-06-17,2026-06-18,1022.0,66.0,False,,,,,,,,,,,,,,,3.2,32.0,,25.6,2.2,7.2,,,,18.1
next-2065,next,More in Common,,2026-06-24,2026-06-28,2277.0,67.7,False,,,,,,,,,,,,,,,3.3,31.3,,25.7,2.2,8.2,,,,17.1
next-2068,next,NC Report,La Razón,2026-06-25,2026-07-01,1000.0,62.8,False,,1.4,0.8,0.4,,,,2.0,,,1.6,,,1.0,3.6,34.5,,25.0,,6.1,,,0.2,17.8
next-2078,next,Target Point,El Debate,2026-07-15,2026-07-17,1004.0,66.0,False,,,,,,,,,,,,,,,2.7,32.1,,26.1,2.4,6.1,,,,17.6
next-2083,next,NC Report,La Razón,2026-07-31,2026-08-04,1000.0,62.6,False,,1.4,0.8,0.4,,,,2.0,,,1.6,,,1.0,3.5,34.2,,25.2,,5.9,,,0.2,18.0
next-2092,next,More in Common,,2026-08-24,2026-08-28,2144.0,68.1,False,,,,,,,,,,,,,,,3.6,28.7,,27.0,2.3,6.6,,,,20.3
next-2096,next,NC Report,La Razón,2026-09-01,2026-09-03,1000.0,62.3,False,,1.4,0.8,0.4,,,,2.0,,,1.6,,,1.0,3.4,34.5,,24.9,,5.7,,,0.2,18.3
next-2100,next,Target Point,El Debate,2026-09-09,2026-09-10,1012.0,66.0,False,,,,,,,,,,,,,,,2.8,31.5,,25.6,2.5,6.9,,,,18.9
