election,prov,enp_votes,periph_share,province
200003,49,2.128170129800089,0.0,Zamora
200003,50,2.9248428936715833,0.12963691230205862,Zaragoza
200003,51,2.67679524293079,0.0,Ceuta
200003,52,2.674085761606127,0.0,Melilla
200403,01,4.006307425150788,0.3056411854390865,Álava
200403,02,2.2090155292085063,0.0,Albacete
200403,03,2.320839647829989,0.003181787090448939,Alicante
200403,04,2.2845055451891523,0.0,Almería
200403,05,2.047322381677365,0.0,Ávila
200403,06,2.202538984318289,0.0,Badajoz
200403,07,2.513735558255394,0.0,Baleares
200403,08,3.768351258090186,0.33683305834230814,Barcelona
200403,09,2.240567922059225,0.0,Burgos
200403,10,2.187606046707892,0.0,Cáceres
200403,11,2.539530511688544,0.0,Cádiz
200403,12,2.3608491497820143,0.00719520493311064,Castellón
200403,13,2.1576627537162505,0.0,Ciudad Real
200403,14,2.582377374324205,0.0,Córdoba
200403,15,2.6465392745595033,0.11919887941279465,La Coruña
200403,16,2.134953454536083,0.0,Cuenca
200403,17,4.053160704554969,0.5082401329689833,Gerona
200403,18,2.3788137803699687,0.0,Granada
200403,19,2.263737119340621,0.0,Guadalajara
200403,20,4.57515908699842,0.4312015530258683,Guipúzcoa
200403,21,2.3329662821533175,0.0,Huelva
200403,22,2.6912391414891506,0.06534151143419657,Huesca
200403,23,2.337378539435662,0.0,Jaén
200403,24,2.2902528775741184,0.0,León
200403,25,4.05370148063936,0.5135452812984802,Lérida
200403,26,2.1616347850706132,0.0,Logroño
200403,27,2.4681492024426004,0.10269007176499702,Lugo
200403,28,2.386307871782744,0.0,Madrid
200403,29,2.490275478681006,0.0,Málaga
200403,30,2.1380257738711674,0.0,Murcia
200403,31,3.3057537415114044,0.18344557335569117,Navarra
200403,32,2.3625945172672616,0.11016706403700177,Orense
200403,33,2.4763778119545696,0.0,Oviedo
200403,34,2.188449791841823,0.0,Palencia
200403,35,2.9849696991951715,0.18283008374771004,Las Palmas
200403,36,2.6394745568031346,0.11841059425341403,Pontevedra
200403,37,2.1177233985660933,0.0,Salamanca
200403,38,3.2760938129864194,0.3119565403443908,Santa Cruz de Tenerife
200403,39,2.182666332046508,0.0,Santander
200403,40,2.19369058211101,0.0,Segovia
200403,41,2.2691026223129778,0.0,Sevilla
200403,42,2.318699151725324,0.0,Soria
200403,43,4.053936015754168,0.4173944944512139,Tarragona
200403,44,2.799464051642146,0.05151616589521314,Teruel
200403,45,2.1957060395512906,0.0,Toledo
200403,46,2.474120076460726,0.005785472206990563,Valencia
200403,47,2.2785942601669897,0.0,Valladolid
200403,48,3.8089119755624914,0.4216407497614807,Vizcaya
200403,49,2.162581552188147,0.0,Zamora
200403,50,3.066046898480882,0.148473644830406,Zaragoza
200403,51,2.0245436309857947,0.0,Ceuta
200403,52,2.059567460019595,0.0,Melilla
200803,01,3.483659291116682,0.1903738668222213,Álava
200803,02,2.2467832571681803,0.0,Albacete
200803,03,2.210633524768888,0.0020749305658960397,Alicante
200803,04,2.301919566017281,0.0,Almería
